file_name,category,trip,companion,city,hikers,photos,post
../gpx/walkingfestival2020/2020-08-26_Montgarri.gpx,hiking,Walking Festival 2020,Luiyo,,,https://www.flickr.com/photos/yamila_moreno/sets/72157715812992526/,
../gpx/walkingfestival2020/2020-08-27_Artiga-de-Lin.gpx,hiking,Walking Festival 2020,Luiyo,,,https://www.flickr.com/photos/yamila_moreno/sets/72157715813057131/,
../gpx/walkingfestival2020/2020-08-27_Camino-del-Agua.gpx,hiking,Walking Festival 2020,Luiyo,,,https://www.flickr.com/photos/yamila_moreno/sets/72157715813057131/,
../gpx/walkingfestival2020/2020-08-28_Molieres-y-Conangles.gpx,hiking,Walking Festival 2020,Luiyo,,,https://www.flickr.com/photos/yamila_moreno/sets/72157715817595592/,
../gpx/walkingfestival2020/2020-08-29_Bajada-de-Bonaigua.gpx,hiking,Walking Festival 2020,Luiyo,,,https://www.flickr.com/photos/yamila_moreno/sets/72157715817631727/,
../gpx/pirineo2021/2021-06-12_Ibon-Coll-de-Toro.gpx,hiking,Pirineos 2021,,,,,
../gpx/pirineo2021/2021-06-13_Ibon-de-Escarpinosa.gpx,hiking,Pirineos 2021,,,,,
../gpx/pirineo2021/2021-06-14_Gorgas-de-Alba.gpx,hiking,Pirineos 2021,,,,,
../gpx/pirineo2021/2021-06-15_Ibon-de-Bachimana.gpx,hiking,Pirineos 2021,,,,,
../gpx/pirineo2021/2021-06-16_Ibon-de-Piedrafita.gpx,hiking,Pirineos 2021,,,,,
